Jahr;ICD10_Code;Diagnose_Bezeichnung;maennlich_unter_1_Jahr;maennlich_1_bis_unter_5_Jahre;maennlich_5_bis_unter_10_Jahre;maennlich_10_bis_unter_15_Jahre;maennlich_15_bis_unter_18_Jahre;maennlich_18_bis_unter_20_Jahre;maennlich_20_bis_unter_25_Jahre;maennlich_25_bis_unter_30_Jahre;maennlich_30_bis_unter_35_Jahre;maennlich_35_bis_unter_40_Jahre;maennlich_40_bis_unter_45_Jahre;maennlich_45_bis_unter_50_Jahre;maennlich_50_bis_unter_55_Jahre;maennlich_55_bis_unter_60_Jahre;maennlich_60_bis_unter_65_Jahre;maennlich_65_bis_unter_70_Jahre;maennlich_70_bis_unter_75_Jahre;maennlich_75_bis_unter_80_Jahre;maennlich_80_bis_unter_85_Jahre;maennlich_85_bis_unter_90_Jahre;maennlich_90_bis_unter_95_Jahre;maennlich_95_Jahre_und_mehr;maennlich_insgesamt;weiblich_unter_1_Jahr;weiblich_1_bis_unter_5_Jahre;weiblich_5_bis_unter_10_Jahre;weiblich_10_bis_unter_15_Jahre;weiblich_15_bis_unter_18_Jahre;weiblich_18_bis_unter_20_Jahre;weiblich_20_bis_unter_25_Jahre;weiblich_25_bis_unter_30_Jahre;weiblich_30_bis_unter_35_Jahre;weiblich_35_bis_unter_40_Jahre;weiblich_40_bis_unter_45_Jahre;weiblich_45_bis_unter_50_Jahre;weiblich_50_bis_unter_55_Jahre;weiblich_55_bis_unter_60_Jahre;weiblich_60_bis_unter_65_Jahre;weiblich_65_bis_unter_70_Jahre;weiblich_70_bis_unter_75_Jahre;weiblich_75_bis_unter_80_Jahre;weiblich_80_bis_unter_85_Jahre;weiblich_85_bis_unter_90_Jahre;weiblich_90_bis_unter_95_Jahre;weiblich_95_Jahre_und_mehr;weiblich_insgesamt;insgesamt_unter_1_Jahr;insgesamt_1_bis_unter_5_Jahre;insgesamt_5_bis_unter_10_Jahre;insgesamt_10_bis_unter_15_Jahre;insgesamt_15_bis_unter_18_Jahre;insgesamt_18_bis_unter_20_Jahre;insgesamt_20_bis_unter_25_Jahre;insgesamt_25_bis_unter_30_Jahre;insgesamt_30_bis_unter_35_Jahre;insgesamt_35_bis_unter_40_Jahre;insgesamt_40_bis_unter_45_Jahre;insgesamt_45_bis_unter_50_Jahre;insgesamt_50_bis_unter_55_Jahre;insgesamt_55_bis_unter_60_Jahre;insgesamt_60_bis_unter_65_Jahre;insgesamt_65_bis_unter_70_Jahre;insgesamt_70_bis_unter_75_Jahre;insgesamt_75_bis_unter_80_Jahre;insgesamt_80_bis_unter_85_Jahre;insgesamt_85_bis_unter_90_Jahre;insgesamt_90_bis_unter_95_Jahre;insgesamt_95_Jahre_und_mehr;insgesamt_insgesamt
2024;ICD10-M80;    Osteoporose mit pathologischer Fraktur;0;9;9;13;7;3;2;7;12;13;17;32;86;172;344;473;592;769;1319;1122;342;48;5391;0;1;2;5;2;1;3;3;12;21;22;46;169;523;1034;1651;2815;3575;6343;5725;1835;399;24187;0;10;11;18;9;4;5;10;24;34;39;78;255;695;1378;2124;3407;4344;7662;6847;2177;447;29578
2024;ICD10-M81;    Osteoporose ohne pathologische Fraktur;0;0;3;14;6;1;0;1;0;1;5;7;7;13;7;9;10;12;19;22;6;1;144;0;0;0;11;1;2;1;0;2;0;1;6;10;20;36;44;58;78;142;143;52;12;619;0;0;3;25;7;3;1;1;2;1;6;13;17;33;43;53;68;90;161;165;58;13;763
2024;ICD10-M82;    Osteoporose bei ao. klassifizierten Krankheiten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-M83;    Osteomalazie im Erwachsenenalter;1;1;0;0;0;1;0;1;0;2;0;1;0;1;0;2;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;2;1;1;1;1;0;0;1;1;0;0;1;0;10;1;1;0;0;0;1;1;1;0;4;1;2;1;2;0;2;1;1;0;0;1;0;20
2024;ICD10-M84;    Veränderungen der Knochenkontinuität;3;25;112;248;310;270;709;684;630;611;632;621;721;1082;1078;744;665;547;660;428;121;28;10929;5;21;82;115;111;75;189;239;250;243;349;376;591;954;1117;1086;1164;1119;1557;1133;361;76;11213;8;46;194;363;421;345;898;923;880;854;981;997;1312;2036;2195;1830;1829;1666;2217;1561;482;104;22142
2024;ICD10-M85;    Sonst. Veränderungen d. Knochendichte u. -struktur;1;29;95;183;96;37;92;73;77;67;62;53;87;109;99;56;67;38;21;8;3;1;1354;1;12;73;102;71;31;69;66;79;86;80;81;135;115;118;57;53;44;36;29;5;0;1343;2;41;168;285;167;68;161;139;156;153;142;134;222;224;217;113;120;82;57;37;8;1;2697
2024;ICD10-M86-M90;  Sonstige Osteopathien;14;126;222;445;195;101;247;336;426;641;800;810;1021;1558;1612;1385;1244;951;959;582;144;22;13841;17;71;264;401;134;47;154;166;199;247;285;333;583;812;1028;1041;1125;929;1176;882;257;63;10214;31;197;486;846;329;148;401;502;625;888;1085;1143;1604;2370;2640;2426;2369;1880;2135;1464;401;85;24055
2024;ICD10-M86;    Osteomyelitis;11;115;189;339;120;55;99;161;199;289;353;375;517;808;894;840;764;580;545;342;83;14;7692;16;64;233;321;71;13;56;65;72;102;94;147;225;255;385;373;444;348;459;391;116;43;4293;27;179;422;660;191;68;155;226;271;391;447;522;742;1063;1279;1213;1208;928;1004;733;199;57;11985
2024;ICD10-M87;    Knochennekrose;0;4;10;43;37;22;84;113;168;291;383;356;407;600;541;389;317;236;284;152;34;7;4478;0;1;6;25;31;22;63;67;90;91;137;126;246;425;514;535;561;493;597;413;118;16;4577;0;5;16;68;68;44;147;180;258;382;520;482;653;1025;1055;924;878;729;881;565;152;23;9055
2024;ICD10-M88;    Osteodystrophia deformans (Paget-Krankheit);0;0;0;0;0;0;0;1;0;0;0;1;2;4;0;6;6;1;5;1;1;0;28;0;0;0;0;0;0;1;0;0;1;1;3;1;2;0;0;3;1;3;1;0;0;17;0;0;0;0;0;0;1;1;0;1;1;4;3;6;0;6;9;2;8;2;1;0;45
2024;ICD10-M89;    Sonstige Knochenkrankheiten;3;7;23;63;38;24;64;61;59;61;64;78;95;146;177;150;157;134;125;87;26;1;1643;1;6;25;55;32;12;34;34;37;53;53;57;111;130;129;133;117;87;117;77;23;4;1327;4;13;48;118;70;36;98;95;96;114;117;135;206;276;306;283;274;221;242;164;49;5;2970
2024;ICD10-M90;    Osteopathien bei ao. klassifizierten Krankheiten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-M91-M94;  Chondropathien;0;32;194;577;394;190;503;609;691;760;655;497;495;472;311;143;81;40;26;13;5;0;6688;0;6;110;460;299;132;366;381;378;461;526;486;532;504;372;205;140;84;69;32;1;2;5546;0;38;304;1037;693;322;869;990;1069;1221;1181;983;1027;976;683;348;221;124;95;45;6;2;12234
2024;ICD10-M91;    Juvenile Osteochondrose der Hüfte und des Beckens;0;24;162;57;9;6;4;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;268;0;4;46;16;4;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;75;0;28;208;73;13;8;5;2;1;1;1;0;1;1;1;0;0;0;0;0;0;0;343
2024;ICD10-M92;    Sonstige juvenile Osteochondrosen;0;6;6;47;26;16;18;16;8;11;8;5;3;5;6;0;1;0;0;0;0;0;182;0;2;14;46;37;10;11;11;12;8;4;3;7;7;6;2;1;1;0;1;0;0;183;0;8;20;93;63;26;29;27;20;19;12;8;10;12;12;2;2;1;0;1;0;0;365
2024;ICD10-M93;    Sonstige Osteochondropathien;0;1;24;444;295;119;248;230;234;258;201;124;136;146;99;60;26;15;12;5;3;0;2680;0;0;45;368;210;86;207;191;166;159;152;149;183;201;180;112;76;47;42;22;1;0;2597;0;1;69;812;505;205;455;421;400;417;353;273;319;347;279;172;102;62;54;27;4;0;5277
2024;ICD10-M94;    Sonstige Knorpelkrankheiten;0;1;2;29;64;49;233;361;448;490;445;368;356;321;205;83;54;25;14;8;2;0;3558;0;0;5;30;48;34;147;179;200;294;370;334;341;295;186;91;63;36;27;9;0;2;2691;0;1;7;59;112;83;380;540;648;784;815;702;697;616;391;174;117;61;41;17;2;2;6249
2024;ICD10-M95-M99;  Sonst.Kh.d.Muskel-Skelett-Systems u.d.Bindegewebes;5;9;12;14;81;238;472;486;503;463;420;361;406;549;546;418;430;360;330;206;51;10;6370;4;12;10;21;62;214;433;341;322;340;346;300;390;523;494;377;433;384;489;352;103;21;5971;9;21;22;35;143;452;905;827;825;803;766;661;796;1072;1040;795;863;744;819;558;154;31;12341
2024;ICD10-M95;    Deformitäten d.Muskel-Skelett-Syst.u.d.Bindegeweb.;2;3;5;9;62;231;446;436;446;358;288;204;175;152;109;55;37;7;3;1;1;1;3031;0;2;1;7;50;197;409;303;255;256;219;126;115;111;81;34;25;14;4;3;0;0;2212;2;5;6;16;112;428;855;739;701;614;507;330;290;263;190;89;62;21;7;4;1;1;5243
2024;ICD10-M96;    Kh. d. Muskel-Skelett-Systems nach med. Maßnahmen;3;6;7;5;19;7;26;50;57;105;132;157;231;397;436;363;391;353;327;204;50;9;3335;4;10;9;13;12;17;23;38;67;84;127;174;275;412;413;342;407;369;484;349;103;21;3753;7;16;16;18;31;24;49;88;124;189;259;331;506;809;849;705;798;722;811;553;153;30;7088
2024;ICD10-M99;    Biomechanische Funktionsstörungen, ao.n.klass.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;3;1;1;1;0;0;10
2024;ICD10-N00-N99;Krankheiten des Urogenitalsystems;5030;2863;3137;4574;2949;2137;7469;10770;14233;17565;19098;20604;26752;42080;54183;59183;64112;55818;61715;43065;12872;2553;532762;4318;3821;2282;3456;6313;6472;20775;24830;30372;34800;34746;32233;31156;35180;39210;38824;42058;37938;48435;43105;16758;4448;541530;9348;6684;5419;8030;9262;8609;28244;35600;44605;52365;53844;52837;57908;77260;93393;98007;106170;93756;110150;86170;29630;7001;1074292
2024;ICD10-N00-N08;  Glomeruläre Krankheiten;18;240;349;237;173;70;188;186;213;263;254;276;307;464;509;443;413;290;283;131;25;9;5341;15;173;196;150;93;43;107;140;153;163;184;193;183;226;216;231;238;136;129;90;21;2;3082;33;413;545;387;266;113;295;326;366;426;438;469;490;690;725;674;651;426;412;221;46;11;8423
2024;ICD10-N00;    Akutes nephritisches Syndrom;2;32;80;46;21;8;9;21;13;16;24;14;14;32;33;36;32;20;19;6;1;0;479;4;32;48;15;15;5;9;11;16;13;11;14;13;23;22;29;28;15;13;17;2;0;355;6;64;128;61;36;13;18;32;29;29;35;28;27;55;55;65;60;35;32;23;3;0;834
2024;ICD10-N01;    Rapid-progressives nephritisches Syndrom;0;1;0;3;4;2;4;3;3;3;6;15;8;27;29;26;28;17;13;2;0;0;194;0;2;1;1;2;0;3;1;1;3;11;13;5;9;13;5;30;4;12;5;0;0;121;0;3;1;4;6;2;7;4;4;6;17;28;13;36;42;31;58;21;25;7;0;0;315
2024;ICD10-N02;    Rezidivierende und persistierende Hämaturie;0;7;24;29;29;11;46;52;56;58;63;61;60;83;78;78;80;74;91;58;16;7;1061;0;7;7;13;11;7;20;30;20;26;31;30;21;28;32;23;23;19;13;16;6;0;383;0;14;31;42;40;18;66;82;76;84;94;91;81;111;110;101;103;93;104;74;22;7;1444
2024;ICD10-N03;    Chronisches nephritisches Syndrom;0;2;10;7;4;5;16;22;25;25;25;37;51;65;69;40;48;33;17;5;1;0;507;0;1;2;8;7;4;9;18;17;28;15;22;31;26;19;26;26;16;9;5;2;0;291;0;3;12;15;11;9;25;40;42;53;40;59;82;91;88;66;74;49;26;10;3;0;798
2024;ICD10-N04;    Nephrotisches Syndrom;16;149;160;122;85;31;76;59;88;111;91;102;128;196;218;198;175;112;92;43;6;1;2259;9;101;95;78;43;20;37;44;75;60;74;76;89;99;94;106;95;66;57;39;9;0;1366;25;250;255;200;128;51;113;103;163;171;165;178;217;295;312;304;270;178;149;82;15;1;3625
2024;ICD10-N05;    Nicht näher bezeichnetes nephritisches Syndrom;0;49;74;30;28;10;30;16;23;38;34;31;39;47;64;52;43;28;43;16;1;1;697;2;29;40;32;12;5;24;27;18;24;35;31;15;33;25;34;28;15;21;8;2;2;462;2;78;114;62;40;15;54;43;41;62;69;62;54;80;89;86;71;43;64;24;3;3;1159
2024;ICD10-N06;    Isolierte Proteinurie m. Angabe morpholog. Veränd.;0;0;0;0;1;3;5;12;4;8;6;13;6;11;13;12;5;6;8;1;0;0;114;0;1;2;2;2;1;5;7;3;6;4;4;7;7;9;6;7;1;4;0;0;0;78;0;1;2;2;3;4;10;19;7;14;10;17;13;18;22;18;12;7;12;1;0;0;192
2024;ICD10-N07;    Hereditäre Nephropathie, ao. nicht klassifizert;0;0;1;0;1;0;2;1;1;4;5;3;1;3;5;1;2;0;0;0;0;0;30;0;0;1;1;1;1;0;2;3;3;3;3;2;1;2;2;1;0;0;0;0;0;26;0;0;2;1;2;1;2;3;4;7;8;6;3;4;7;3;3;0;0;0;0;0;56
2024;ICD10-N08;    Glomeruläre Krankheiten bei ao. klass. Krankheiten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-N10-N16;  Tubulointerstitielle Nierenkrankheiten;3361;635;381;340;375;544;2339;3741;5098;6138;6650;6728;7727;9974;10518;9900;9297;7205;7794;5244;1345;204;105538;3077;2476;1109;666;1390;1412;4092;3856;4458;4948;5084;4828;5554;6880;7500;7100;6914;5577;6657;5259;1538;347;90722;6438;3111;1490;1006;1765;1956;6431;7597;9556;11086;11734;11556;13281;16854;18018;17000;16211;12782;14451;10503;2883;551;196260
2024;ICD10-N10;    Akute tubulointerstitielle Nephritis;2939;418;186;120;66;34;134;118;192;200;244;272;316;477;653;685;683;591;685;441;96;14;9564;2837;2118;869;471;936;826;2022;1569;1484;1329;1235;1075;1097;1209;1308;1119;1185;1049;1259;945;266;49;26257;5776;2536;1055;591;1002;860;2156;1687;1676;1529;1479;1347;1413;1686;1961;1804;1868;1640;1944;1386;362;63;35821
2024;ICD10-N11;    Chronische tubulointerstitielle Nephritis;23;2;1;2;1;4;5;10;22;14;24;21;26;33;65;59;56;33;34;12;5;0;452;9;16;7;5;3;7;16;19;25;23;22;10;35;36;60;55;49;37;46;24;3;0;507;32;18;8;7;4;11;21;29;47;37;46;31;61;69;125;114;105;70;80;36;8;0;959
2024;ICD10-N12;    Tubulointerstitielle Nephritis, n.akut o.chronisch;177;26;15;21;13;6;14;22;20;35;46;47;50;86;87;100;91;97;78;62;6;1;1100;146;125;59;57;101;100;277;170;187;199;156;142;152;155;165;179;170;149;161;131;27;9;3017;323;151;74;78;114;106;291;192;207;234;202;189;202;241;252;279;261;246;239;193;33;10;4117
2024;ICD10-N13;    Obstruktive Uropathie und Refluxuropathie;220;187;176;189;291;496;2174;3575;4849;5881;6309;6359;7280;9317;9605;8952;8360;6397;6922;4685;1227;188;93639;83;212;161;128;333;457;1734;2062;2698;3343;3612;3549;4195;5385;5833;5604;5356;4204;5081;4069;1222;284;59605;303;399;337;317;624;953;3908;5637;7547;9224;9921;9908;11475;14702;15438;14556;13716;10601;12003;8754;2449;472;153244
2024;ICD10-N14;    Tubulointerstitielle u.tubuläre Kh.,durch Arzneim.;0;0;0;1;0;1;0;3;4;0;1;2;6;1;9;4;6;1;5;1;0;0;45;0;0;0;0;2;0;0;0;1;1;1;2;1;2;7;6;10;10;3;1;0;0;47;0;0;0;1;2;1;0;3;5;1;2;4;7;3;16;10;16;11;8;2;0;0;92
2024;ICD10-N15;    Sonstige tubulointerstitielle Nierenkrankheiten;2;2;3;7;4;3;12;13;11;8;26;27;49;60;99;100;101;86;70;43;11;1;738;2;5;13;5;15;22;43;36;63;53;58;50;74;93;127;137;144;128;107;89;20;5;1289;4;7;16;12;19;25;55;49;74;61;84;77;123;153;226;237;245;214;177;132;31;6;2027
2024;ICD10-N16;    Tubulointerstitielle Nierenkh. bei ao. klass. Kh.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-N17-N19;  Niereninsuffizienz;30;83;87;99;103;117;398;507;719;957;1192;1364;2164;3587;5353;6498;7576;7359;9713;7972;2460;468;58806;12;47;64;90;104;67;183;273;395;571;632;864;1168;2053;2947;3831;5007;5377;8404;8427;3294;739;44549;42;130;151;189;207;184;581;780;1114;1528;1824;2228;3332;5640;8300;10329;12583;12736;18117;16399;5754;1207;103355
2024;ICD10-N17;    Akutes Nierenversagen;14;17;21;26;45;70;192;213;249;390;476;522;938;1800;3094;3847;4845;4828;6719;5816;1926;385;36433;6;7;12;28;41;33;82;89;110;197;215;326;519;1029;1664;2232;3256;3687;6135;6505;2637;629;29439;20;24;33;54;86;103;274;302;359;587;691;848;1457;2829;4758;6079;8101;8515;12854;12321;4563;1014;65872
2024;ICD10-N18;    Chronische Nierenkrankheit;15;60;63;70;52;47;196;283;463;556;705;829;1214;1764;2209;2599;2679;2479;2931;2099;503;75;21891;5;39;47;58;61;33;98;176;281;362;408;524;629;1002;1258;1569;1710;1649;2217;1856;629;107;14718;20;99;110;128;113;80;294;459;744;918;1113;1353;1843;2766;3467;4168;4389;4128;5148;3955;1132;182;36609
2024;ICD10-N19;    Nicht näher bezeichnete Niereninsuffizienz;1;6;3;3;6;0;10;11;7;11;11;13;12;23;50;52;52;52;63;57;31;8;482;1;1;5;4;2;1;3;8;4;12;9;14;20;22;25;30;41;41;52;66;28;3;392;2;7;8;7;8;1;13;19;11;23;20;27;32;45;75;82;93;93;115;123;59;11;874
2024;ICD10-N20-N23;  Urolithiasis;10;72;103;197;286;356;1881;3547;4831;6151;6494;6792;7492;9386;8938;7061;5551;3431;2551;1277;241;39;76687;2;38;61;156;348;344;1360;1680;2439;2936;3054;2885;3367;4160;4044;3577;2862;1813;1553;914;248;45;37886;12;110;164;353;634;700;3241;5227;7270;9087;9548;9677;10859;13546;12982;10638;8413;5244;4104;2191;489;84;114573
2024;ICD10-N20;    Nieren- und Ureterstein;10;66;87;178;245;319;1705;3248;4511;5755;6070;6414;7063;8756;8150;6260;4728;2797;1974;909;159;26;69430;2;37;57;144;287;281;1216;1548;2282;2734;2851;2690;3157;3869;3768;3350;2693;1671;1419;816;211;32;35115;12;103;144;322;532;600;2921;4796;6793;8489;8921;9104;10220;12625;11918;9610;7421;4468;3393;1725;370;58;104545
2024;ICD10-N21;    Stein in den unteren Harnwegen;0;6;11;10;10;5;38;70;75;100;104;143;196;359;560;649;732;575;540;348;80;13;4624;0;1;2;2;11;11;27;14;26;33;45;33;65;105;127;110;100;91;84;75;25;12;999;0;7;13;12;21;16;65;84;101;133;149;176;261;464;687;759;832;666;624;423;105;25;5623
2024;ICD10-N22;    Harnstein bei ao. klassifizierten Krankheiten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-N23;    Nicht näher bezeichnete Nierenkolik;0;0;5;9;31;32;138;229;245;296;320;235;233;271;228;152;91;59;37;20;2;0;2633;0;0;2;10;50;52;117;118;131;169;158;162;145;186;149;117;69;51;50;23;12;1;1772;0;0;7;19;81;84;255;347;376;465;478;397;378;457;377;269;160;110;87;43;14;1;4405
2024;ICD10-N25-N29;  Sonstige Krankheiten der Niere und des Ureters;27;16;18;21;9;9;32;56;82;147;166;195;282;379;485;447;417;337;275;141;34;7;3582;19;19;9;9;18;13;43;51;73;96;123;153;184;285;314;318;322;220;225;147;37;5;2683;46;35;27;30;27;22;75;107;155;243;289;348;466;664;799;765;739;557;500;288;71;12;6265
2024;ICD10-N25;    Kh. infolge Schädigung d. tubulären Nierenfunktion;11;2;7;0;1;3;6;13;15;30;27;14;36;45;43;22;10;12;4;3;1;0;305;8;1;1;0;2;0;4;12;13;10;14;21;26;28;19;19;25;10;5;0;1;0;219;19;3;8;0;3;3;10;25;28;40;41;35;62;73;62;41;35;22;9;3;2;0;524
2024;ICD10-N26;    Schrumpfniere, nicht näher bezeichnet;1;0;1;0;1;1;3;6;9;8;10;11;13;20;29;32;34;17;6;5;0;0;207;0;1;0;0;2;2;3;6;11;11;7;13;19;21;34;29;30;19;13;8;0;0;229;1;1;1;0;3;3;6;12;20;19;17;24;32;41;63;61;64;36;19;13;0;0;436
2024;ICD10-N27;    Kleine Niere unbekannter Ursache;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;2;1;0;0;0;7;0;1;3;1;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;10;0;1;3;1;0;0;1;0;1;1;0;0;0;0;3;0;2;2;2;0;0;0;17
2024;ICD10-N28;    Sonst. Kh. der Niere und des Ureters, ao.n.klass.;15;14;10;21;7;5;22;37;58;109;129;170;233;314;412;393;371;306;264;133;33;7;3063;11;16;5;8;14;11;36;33;48;74;102;119;139;236;259;270;267;191;206;139;36;5;2225;26;30;15;29;21;16;58;70;106;183;231;289;372;550;671;663;638;497;470;272;69;12;5288
2024;ICD10-N29;    Sonst. Kh. Der Niere und des Ureters b.ao.kl.Kh.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-N30-N39;  Sonstige Krankheiten des Harnsystems;1072;545;432;419;235;192;721;862;1117;1408;1763;2157;3559;7010;10785;14622;19195;20006;26352;21569;7497;1635;143153;1088;946;689;651;1054;903;2035;1764;1984;2661;3408;4238;5109;6941;8767;9865;13104;14944;23906;24771;10947;3176;142951;2160;1491;1121;1070;1289;1095;2756;2626;3101;4069;5171;6395;8668;13951;19552;24487;32299;34950;50258;46340;18444;4811;286104
2024;ICD10-N30;    Zystitis;86;54;50;54;48;21;64;78;129;143;239;320;602;1127;1751;2269;2998;2983;3787;2851;867;186;20707;81;151;148;162;268;130;285;266;310;330;387;460;654;985;1261;1583;2021;1989;3186;2907;1216;355;19135;167;205;198;216;316;151;349;344;439;473;626;780;1256;2112;3012;3852;5019;4972;6973;5758;2083;541;39842
2024;ICD10-N31;    Neuromuskuläre Dysfunktion d.Harnblase,ao.n.klass.;7;31;56;85;22;18;48;46;66;81;107;113;169;231;276;239;254;180;180;123;22;5;2359;4;17;54;73;21;11;68;96;104;121;156;181;227;316;312;239;220;173;155;85;14;2;2649;11;48;110;158;43;29;116;142;170;202;263;294;396;547;588;478;474;353;335;208;36;7;5008
2024;ICD10-N32;    Sonstige Krankheiten der Harnblase;6;14;20;11;9;1;15;42;46;64;119;166;341;824;1312;1910;2323;2184;2549;1503;443;78;13980;0;4;8;4;7;8;21;16;31;41;75;110;113;171;226;218;316;315;340;298;99;31;2452;6;18;28;15;16;9;36;58;77;105;194;276;454;995;1538;2128;2639;2499;2889;1801;542;109;16432
2024;ICD10-N33;    Krankheiten der Harnblase bei ao. klass. Kh.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-N34;    Urethritis und urethrales Syndrom;0;2;8;21;11;3;13;14;16;21;20;9;20;26;34;36;42;35;35;31;5;0;402;0;2;3;1;1;3;7;10;14;22;14;15;11;13;11;7;15;5;6;4;0;0;164;0;4;11;22;12;6;20;24;30;43;34;24;31;39;45;43;57;40;41;35;5;0;566
2024;ICD10-N35;    Harnröhrenstriktur;2;33;93;70;39;34;176;210;261;274;261;261;332;580;767;927;1024;970;1000;527;90;11;7942;0;1;10;3;0;1;17;14;18;22;28;37;55;89;122;90;73;54;44;21;1;0;700;2;34;103;73;39;35;193;224;279;296;289;298;387;669;889;1017;1097;1024;1044;548;91;11;8642
2024;ICD10-N36;    Sonstige Krankheiten der Harnröhre;3;144;67;40;12;6;71;71;81;45;28;37;39;60;74;95;114;93;124;110;23;6;1343;0;1;2;1;2;5;24;32;41;45;41;52;63;110;155;182;220;210;304;209;64;12;1775;3;145;69;41;14;11;95;103;122;90;69;89;102;170;229;277;334;303;428;319;87;18;3118
2024;ICD10-N37;    Krankheiten der Harnröhre bei ao. klass. Kh.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-N39;    Sonstige Krankheiten des Harnsystems;968;267;138;138;94;109;334;401;518;780;989;1251;2056;4162;6571;9146;12440;13561;18677;16424;6047;1349;96420;1003;770;464;407;755;745;1613;1330;1466;2080;2707;3383;3986;5257;6680;7546;10239;12198;19871;21247;9553;2776;116076;1971;1037;602;545;849;854;1947;1731;1984;2860;3696;4634;6042;9419;13251;16692;22679;25759;38548;37671;15600;4125;212496
2024;ICD10-N40-N51;  Krankheiten der männlichen Genitalorgane;480;1202;1678;3174;1646;724;1523;1541;1837;2193;2348;2785;4848;10724;16802;19337;20663;16369;13948;6351;1205;185;131563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;1202;1678;3174;1646;724;1523;1541;1837;2193;2348;2785;4848;10724;16802;19337;20663;16369;13948;6351;1205;185;131563
2024;ICD10-N40;    Prostatahyperplasie;0;0;0;0;0;0;0;3;9;22;92;368;1564;5732;11075;13903;15512;12479;10038;3891;530;52;75270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;22;92;368;1564;5732;11075;13903;15512;12479;10038;3891;530;52;75270
2024;ICD10-N41;    Entzündliche Krankheiten der Prostata;0;0;0;0;2;3;26;41;73;124;209;300;559;1120;1329;1348;1264;772;580;285;59;10;8104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;26;41;73;124;209;300;559;1120;1329;1348;1264;772;580;285;59;10;8104
2024;ICD10-N42;    Sonstige Krankheiten der Prostata;0;1;0;0;0;0;2;3;6;10;15;13;26;77;129;245;309;316;419;319;124;27;2041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;6;10;15;13;26;77;129;245;309;316;419;319;124;27;2041
